BentonCountyProsserPMHMEDICALCENTER,Benton County,Prosser,PMH MEDICAL CENTER,https://www.prosserhealth.org/,"723 Memorial Street|Prosser, WA 99350|",509-788-6035,connect@prosserhealth.org,,2/9/21 17:01
BentonCountyRichlandFredMeyerStoresRichland,Benton County,Richland,"Fred Meyer Stores, Richland",https://www.fredmeyer.com/rx/guest/get-vaccinated,"101 Wellsian Way|Richland, WA 99352|",509-943-8358,,"Appointments are required.  Please schedule on our link.  If there are no dates listed, all appointments have been filled.  Please check back at a later date.  Please do not call the pharmacy to inquire about additional dates.  The website will be updated as we receive additional vaccine doses.",2/9/21 17:01
BentonCountyRichlandHealthFirstUrgentCare,Benton County,Richland,Health First Urgent Care,,"37 Columbia Point Dr|Richland, WA 99352|",509-300-1500,,,2/9/21 17:01
BentonCountyRichlandKennewickKadlecBentonCounty,Benton County,Richland/ Kennewick,Kadlec - Benton County,https://providencecovidvaccinewamt.squarespace.com/kadlec,,,,"Please visit our website for current planning, scheduling links, and current phase information.",2/9/21 17:01
ChelanCountyChelanLKCHELANCOMMUNITYHOSPITAL,Chelan County,Chelan,LK CHELAN COMMUNITY HOSPITAL,https://www.lakechelancommunityhospital.com/,"503 E Highland|Chelan, WA 98816|",509-682-6115,ems@lcch.net,,2/9/21 17:01
ChelanCountyLeavenworthCASCADEMEDICALFAMILYPRACTICE,Chelan County,Leavenworth,CASCADE MEDICAL FAMILY PRACTICE,,"817 Commercial|Leavenworth, WA 98826|",509-548-2517,covidvaccine@cascademedical.org,Send email or call.,2/9/21 17:01
ChelanCountyWenatcheeALBERTSONSPHARMACY3412,Chelan County,Wenatchee,ALBERTSON'S PHARMACY #3412,https://kordinator.mhealthcoach.net/vcl/SavonPharmacyWenatchee,"1128 N Miller St|Wenatchee, WA 98801",,,"Appointments are required. Please visit our link to schedule. If there are no spots left on the scheduling link, all appointment times have been filled. We will add more appointments when we receive more vaccine.",2/9/21 17:01
ChelanCountyWenatcheeCENTRALWASHINGTONHOSPITAL,Chelan County,Wenatchee,CENTRAL WASHINGTON HOSPITAL,,"1201 S. Miller St|Wenatchee, WA 98801|",509-663-8711,,"Appointments are required. Please call 509-663-8711 to schedule an appointment. If there are no appointments upon the time of call, all appointments have been filled. Additional clinic dates will be added when we receive more vaccine.",2/9/21 17:01
ChelanCountyWenatcheeColumbiaValleyCommunityHealth,Chelan County,Wenatchee,Columbia Valley Community Health,,"600 Orondo|Wenatchee, WA 98801",,ResponseTeam@cvch.org,Email for scheduling assistance,2/9/21 17:01
ChelanCountyWenatcheeCostcoPharmacy,Chelan County,Wenatchee,Costco Pharmacy,https://book-costcopharmacy.appointment-plus.com/ctxb2gx2/?&e_id=5015,"375 HIGHLINE DRIVE SOUTH|Wenatchee, WA 98802",,,"Appointments are required.  Please schedule on our link.  If there are no dates listed, all appointments have been filled.  Please check back at a later date.  Please do not call the pharmacy to inquire about additional dates.  The website will be updated as we receive additional vaccine doses",2/9/21 17:01
ChelanCountyWenatcheeSAFEWAY271449,Chelan County,Wenatchee,SAFEWAY #27-1449,https://kordinator.mhealthcoach.net/vcl/SafewayPharmacyWenatchee,"501 N Miller St|Wenatchee, WA 98801",,,"Appointments are required. Please visit our link to schedule. If there are no spots left on the scheduling link, all appointment times have been filled. We will add more appointments when we receive more vaccine",2/9/21 17:01
ChelanCountyWenatcheeTownToyotaCenter,Chelan County,Wenatchee,Town Toyota Center,https://prepmod.doh.wa.gov/,"1300 Walla Walla Ave|Wenatchee, WA 98801",,,"This is a DOH Mass Vaccination Site. Vaccine by appointment only. The fastest way to get an appointment is to go online to schedule one.  If you are unable to use the online tool you can call us at 1-800-525-0127. 
Only people living or working in Washington are eligible for vaccination at this site.  Please bring a picture ID; a letter or statement that shows your Washington address; or a voucher from your employer, health care provider, religious institution, school or other official agency that shows you live or work in Washington.",2/9/21 17:01
ClallamCountyForksForksCommunityHospital,Clallam County,Forks,Forks Community Hospital,https://www.forkshospital.org/forks-community-hospital-status-report-for-forks-west-end/,"530 Bogachiel Way|Forks, WA 98331",,,"We are currently offering weekend clinics on Fridays and Saturdays in the community. Our website will be updated with information as needed. It will all be first come, first served at our community events as we do not have a way to do appointments at this time.",2/9/21 17:01
ClallamCountyPortAngelesClallamCountyHealthandHumanServices,Clallam County,Port Angeles,Clallam County Health and Human Services,https://www.cognitoforms.com/ClallamCounty1/COVIDVaccineRegistration,"111 E. 3rd St.|Port Angeles, WA 98363|",360-417-2430,CCEM_MCENTER@co.clallam.wa.us,"Please go here to schedule an upcoming appointment and check back if none are currently available, as slots are opening frequently. For questions, please email or call .",2/9/21 17:01
ClallamCountySequimCostcoPharmacy,Clallam County,Sequim,Costco Pharmacy,https://book-costcopharmacy.appointment-plus.com/ctxcbbkx/?&e_id=5051,"955 WEST WASHINGTON ST.|Sequim, WA 98382",,,"Appointments are required.  Please schedule on our link.  If there are no dates listed, all appointments have been filled.  Please check back at a later date.  Please do not call the pharmacy to inquire about additional dates.  The website will be updated as we receive additional vaccine doses.",2/9/21 17:01
ClallamCountySequimQFC,Clallam County,Sequim,QFC,https://www.qfc.com/rx/guest/get-vaccinated,"990 B E WASHINGTON|Sequim, WA 98382",,,"Appointments are required. If there are no spots left on the scheduling link, all appointment times have been filled. We will add more appointments when we receive more vaccine",2/9/21 17:01
ClarkCountyBattleGroundSeaMarBattleground,Clark County,Battle Ground,Sea Mar - Battleground,https://www.seamar.org/covid-vaccine,"118 S Parkway Ave|Battle Ground, WA 98604",,,"Sea Mar is providing vaccines on a first come, first served walk in basis. Before you go to the clinic, please visit Sea Mar’s website https://www.seamar.org/covid-vaccine to see eligibility requirements and which clinics have vaccines available.",2/9/21 17:01
ClarkCountyBattlegroundFredMeyerStoresBattleground,Clark County,Battleground,"Fred Meyer Stores, Battleground",https://www.fredmeyer.com/rx/guest/get-vaccinated,"401 NW 12th Ave|Battleground, WA 98604|",360-666-5133,,"Appointments are required.  Please schedule on our link.  If there are no dates listed, all appointments have been filled.  Please check back at a later date.  Please do not call the pharmacy to inquire about additional dates.  The website will be updated as we receive additional vaccine doses.",2/9/21 17:01
ClarkCountyRidgefieldClarkCountyFairgrounds,Clark County,Ridgefield,Clark County Fairgrounds,https://kordinator.mhealthcoach.net/vcl/ClarkCounty,"17402 NE Delfel Rd|Ridgefield, WA 98642|1-, press # or 888-856-5816","1-800-525-0127, press # or 888-856-5816",,"This is a DOH Mass Vaccination Site. Vaccine by appointment only. The fastest way to get an appointment is to go online to schedule one.  If you are unable to use the online tool you can call us at 1-800-525-0127. 
Only people living or working in Washington are eligible for vaccination at this site.  Please bring a picture ID; a letter or statement that shows your Washington address; or a voucher from your employer, health care provider, religious institution, school or other official agency that shows you live or work in Washington.",2/9/21 17:01
ClarkCountyVancouverClarkCountyPublicHealth,Clark County,Vancouver,Clark County Public Health,https://clark.wa.gov/public-health/covid-19-vaccine,"Vancouver, WA 98661",,,"To assist Phase Finder eligible individuals and to avoid overburdening our hospitals and other vaccination sites, Clark County Public Health has taken up the role of collecting names and contact information and then connecting individuals with specific providers once vaccine becomes available. If you would like to use this option please go to our website.",2/9/21 17:01
ClarkCountyVancouverCostcoPharmacy,Clark County,Vancouver,Costco Pharmacy,https://book-costcopharmacy.appointment-plus.com/ctx8eqd0/?&e_id=4983,"6720 NE 84TH STREET|Vancouver, WA 98665",,,"Appointments are required.  Please schedule on our link.  If there are no dates listed, all appointments have been filled.  Please check back at a later date.  Please do not call the pharmacy to inquire about additional dates.  The website will be updated as we receive additional vaccine doses.",2/9/21 17:01
ClarkCountyVancouverCostcoPharmacy,Clark County,Vancouver,Costco Pharmacy,https://book-costcopharmacy.appointment-plus.com/ctx715lc/?&e_id=4967,"19610 SE 1ST STREET|Vancouver, WA 98607",,,"Appointments are required.  Please schedule on our link.  If there are no dates listed, all appointments have been filled.  Please check back at a later date.  Please do not call the pharmacy to inquire about additional dates.  The website will be updated as we receive additional vaccine doses.",2/9/21 17:01
ClarkCountyVancouverFredMeyerStores87thAve,Clark County,Vancouver,"Fred Meyer Stores, 87th Ave",https://www.fredmeyer.com/rx/guest/get-vaccinated,"700 NE 87th Ave|Vancouver, WA 98664|",360-356-7025,,"Appointments are required.  Please schedule on our link.  If there are no dates listed, all appointments have been filled.  Please check back at a later date.  Please do not call the pharmacy to inquire about additional dates.  The website will be updated as we receive additional vaccine doses.",2/9/21 17:01
ClarkCountyVancouverFredMeyerStoresFishersLanding,Clark County,Vancouver,"Fred Meyer Stores, Fisher's Landing",https://www.fredmeyer.com/rx/guest/get-vaccinated,"16600 SE McGillivary Blvd|Vancouver, WA 98683|",360-260-3333,,"Appointments are required.  Please schedule on our link. If there are no dates listed, all appointments have been filled.  Please check back at a later date.  Please do not call the pharmacy to inquire about additional dates.  The website will be updated as we receive additional vaccine doses.",2/9/21 17:01
ClarkCountyVancouverFredMeyerStoresGrandCentral,Clark County,Vancouver,"Fred Meyer Stores, Grand Central",https://www.fredmeyer.com/rx/guest/get-vaccinated,"2500 Columbia House Blvd|Vancouver, WA 98661|",360-619-1733,,"Appointments are required.  Please schedule on our link.  If there are no dates listed, all appointments have been filled.  Please check back at a later date.  Please do not call the pharmacy to inquire about additional dates.  The website will be updated as we receive additional vaccine doses.",2/9/21 17:01
ClarkCountyVancouverFredMeyerStoresHazelDell,Clark County,Vancouver,"Fred Meyer Stores, Hazel Dell",https://www.fredmeyer.com/rx/guest/get-vaccinated,"7700 NE Highway 99|Vancouver, WA 98665|",360-699-8133,,"Appointments are required.  Please schedule on our link.  If there are no dates listed, all appointments have been filled.  Please check back at a later date.  Please do not call the pharmacy to inquire about additional dates.  The website will be updated as we receive additional vaccine doses.",2/9/21 17:01
ClarkCountyVancouverFredMeyerStoresMillPlain,Clark County,Vancouver,"Fred Meyer Stores, Mill Plain",https://www.fredmeyer.com/rx/guest/get-vaccinated,"11325 SE Mill Plain Blvd|Vancouver, WA 98684|",360-253-7086,,"Appointments are required.  Please schedule on our link. If there are no dates listed, all appointments have been filled.  Please check back at a later date.  Please do not call the pharmacy to inquire about additional dates.  The website will be updated as we receive additional vaccine doses.",2/9/21 17:01
ClarkCountyVancouverFredMeyerStoresOrchards,Clark County,Vancouver,"Fred Meyer Stores, Orchards",https://www.fredmeyer.com/rx/guest/get-vaccinated,"7411 NE 117th Ave.|Vancouver, WA 98662|",360-896-3533,,"Appointments are required.  Please schedule on our link. If there are no dates listed, all appointments have been filled.  Please check back at a later date.  Please do not call the pharmacy to inquire about additional dates.  The website will be updated as we receive additional vaccine doses.",2/9/21 17:01
ClarkCountyVancouverFredMeyerStoresSalmonCreek,Clark County,Vancouver,"Fred Meyer Stores, Salmon Creek",https://www.fredmeyer.com/rx/guest/get-vaccinated,"800 NE Tenney Road|Vancouver, WA 98685|",360-571-2573,,"Appointments are required.  Please schedule on our link.  If there are no dates listed, all appointments have been filled.  Please check back at a later date.  Please do not call the pharmacy to inquire about additional dates.  The website will be updated as we receive additional vaccine doses.",2/9/21 17:01
ClarkCountyVancouverSafewayPharmacy1519,Clark County,Vancouver,Safeway Pharmacy 1519,https://kordinator.mhealthcoach.net/vcl/Safeway-Vancouver-137thMillPlain,"13719 SE Mill Plain Blvd|Vancouver, WA 98684",,,"Appointments are required. If there are no spots left on the scheduling link, all appointment times have been filled. We will add more appointments when we receive more vaccine.",2/9/21 17:01
ClarkCountyVancouverSeaMarEastVancouver,Clark County,Vancouver,Sea Mar - East Vancouver,https://www.seamar.org/covid-vaccine,"19005 SE 34th St|Vancouver, WA 98683",,,"Sea Mar is providing vaccines on a first come, first served walk in basis. Before you go to the clinic, please visit Sea Mar’s website https://www.seamar.org/covid-vaccine to see eligibility requirements and which clinics have vaccines available.",2/9/21 17:01
ClarkCountyVancouverSeaMarFourthPlain,Clark County,Vancouver,Sea Mar - Fourth Plain,https://www.seamar.org/covid-vaccine,"6100 NE Fourth Plain Blvd|Vancouver, WA 98662",,,"Sea Mar is providing vaccines on a first come, first served walk in basis. Before you go to the clinic, please visit Sea Mar’s website https://www.seamar.org/covid-vaccine to see eligibility requirements and which clinics have vaccines available.",2/9/21 17:01
ClarkCountyVancouverSeaMarSalmonCreek,Clark County,Vancouver,Sea Mar - Salmon Creek,https://www.seamar.org/covid-vaccine%C2%A0,"14508 NE 20th Ave|Vancouver, WA 98686",,,"Sea Mar is providing vaccines on a first come, first served walk in basis. Before you go to the clinic, please visit Sea Mar’s website https://www.seamar.org/covid-vaccine to see eligibility requirements and which clinics have vaccines available.",2/9/21 17:01
ClarkCountyVANCOUVERQFC,Clark County,VANCOUVER,QFC,https://www.qfc.com/rx/guest/get-vaccinated,"3505 SE 192ND|VANCOUVER, WA 98683",,,"Appointments are required. If there are no spots left on the scheduling link, all appointment times have been filled. We will add more appointments when we receive more vaccine",2/9/21 17:01
ClarkCountyWashougalSafewayPharmacy1687,Clark County,Washougal,Safeway Pharmacy 1687,https://kordinator.mhealthcoach.net/vcl/Safeway-Washougal,"3307 SE Evergreen Blvd, Bldg 5|Washougal, WA 98671",,,"Appointments are required. If there are no spots left on the scheduling link, all appointment times have been filled. We will add more appointments when we receive more vaccine.",2/9/21 17:01
ColumbiaCountyDaytonColumbiaCountyPublicHealth,Columbia County,Dayton,Columbia County Public Health,,"1012 South Third Street|Dayton, WA 99328|",509-382-2181,Public_Health@co.columbia.wa.us,,2/9/21 17:01
CowlitzCountyLongviewFredMeyerStoresLongview,Cowlitz County,Longview,"Fred Meyer Stores, Longview",https://www.fredmeyer.com/rx/guest/get-vaccinated,"3184 Ocean Beach Hwy.|Longview, WA 98632|",360-425-6222,,"Appointments are required.  Please schedule on our link.  If there are no dates listed, all appointments have been filled.  Please check back at a later date.  Please do not call the pharmacy to inquire about additional dates.  The website will be updated as we receive additional vaccine doses.",2/9/21 17:01
CowlitzCountyLongviewSAFEWAY191078,Cowlitz County,Longview,SAFEWAY #19-1078,https://kordinator.mhealthcoach.net/vcl/Safeway-Longview-OceanBeachHwy,"2930 Ocean Beach Hwy|Longview, WA 98632",,,"Appointments are required. Please visit this link to schedule.  If there are no spots left on the scheduling link, all appointment times have been filled. We will add more appointments when we receive more vaccine.",2/9/21 17:01
DouglasCountyBridgeportFamilyHealthCenters,Douglas County,Bridgeport,Family Health Centers,https://myfamilyhealth.org/covid-vaccine/,"1015 Columbia Avenue|Bridgeport, WA 98813",,info@fhc.us,"Appointments are required. Please visit this link to schedule.  If there are no spots left on the scheduling link, all appointment times have been filled. We will add more appointments when we receive more vaccine.",2/9/21 17:01
DouglasCountyEastWentacheeFredMeyerStoresEastWenatchee,Douglas County,East Wentachee,"Fred Meyer Stores, East Wenatchee",https://www.fredmeyer.com/rx/guest/get-vaccinated,"11 Grant Road|East Wentachee, WA 98802|",509-881-2388,,"Appointments are required.  Please schedule on our link. If there are no dates listed, all appointments have been filled.  Please check back at a later date.  Please do not call the pharmacy to inquire about additional dates.  The website will be updated as we receive additional vaccine doses.",2/9/21 17:01
FerryCountyRepublicFerryCountyHealth,Ferry County,Republic,Ferry County Health,,"36 North Klondike Road|Republic, WA 99166|",509-775-8686,,Please call to schedule a vaccine appointment.,2/9/21 17:01
FranklinCountyPascoKadlecFranklinCounty,Franklin County,Pasco,Kadlec - Franklin County,https://providencecovidvaccinewamt.squarespace.com/kadlec,"Pasco, WA 99301",,,"Please visit our link for current planning, scheduling links, and current phase information.",2/9/21 17:01
GarfieldCountyPomeroyGarfieldCountyHospitalDistrict,Garfield County,Pomeroy,Garfield County Hospital District,https://www.co.garfield.wa.us/publichealth/page/covid-19-information,"66 North Sixth Street|Pomeroy , WA 99347|",509-843-3412,health@co.garfield.wa.us,Please contact our local health department to get on the list for scheduling of the COVID-19 vaccine. A person will call you to make an appointment. Our vaccine clinics are being held every Friday.,2/9/21 17:01
GrantCountyMattawaColumbiaBasinHealthAssocWAHLUKEFAMILYHEALTHCENTER,Grant County,Mattawa,Columbia Basin Health Assoc - WAHLUKE FAMILY HEALTH CENTER,,"601 Government Way|Mattawa, WA 99349|",(509) 488-5256,,,2/9/21 17:01
GrantCountyMattawaMattawaCommunityMedicalClinic,Grant County,Mattawa,Mattawa Community Medical Clinic,https://mattawacommunitymedicalclinic.net/,"210 Government Road|Mattawa, WA 99349|",509-932-4499,d.fox@mattawaclinic.net,"Appointments are required. Please visit this link to schedule.  If there are no spots left on the scheduling link, all appointment times have been filled. We will add more appointments when we receive more vaccine.",2/9/21 17:01
GrantCountyQuincyQuincyValleyMedicalCenter,Grant County,Quincy,Quincy Valley Medical Center,https://www.quincyhospital.org/,"908 10th Ave SW|Quincy, WA 98848|",509-787-3531,,,2/9/21 17:01
GraysHarborCountyAberdeenGRAYSHARBORCOUNTYHEALTHDEPARTMENT,Grays Harbor County,Aberdeen,GRAYS HARBOR COUNTY HEALTH DEPARTMENT,,"2109 Sumner Ave|Aberdeen, WA 98520|",(360) 964-1850|Covid19@co.grays-harbor.wa.us,Covid19@co.grays-harbor.wa.us,"Visit website and use ""contact us"" form.",2/9/21 17:01
GraysHarborCountyAberdeenSAFEWAY271546,Grays Harbor County,Aberdeen,SAFEWAY #27-1546,https://kordinator.mhealthcoach.net/vcl/SafewayPharmacyAberdeen,"221 W Heron St|Aberdeen, WA 98520",,,"Appointments are required. If there are no spots left on the scheduling link, all appointment times have been filled. We will add more appointments when we receive more vaccine.",2/9/21 17:01
GraysHarborCountyAberdeenSeaMarAberdeen,Grays Harbor County,Aberdeen,Sea Mar - Aberdeen,https://www.seamar.org/covid-vaccine,"1813 Sumner Ave|Aberdeen, WA 98520",,,"Sea Mar is providing vaccines on a first come, first served walk in basis. Before you go to the clinic, please visit Sea Mar’s website https://www.seamar.org/covid-vaccine to see eligibility requirements and which clinics have vaccines available.",2/9/21 17:01
GraysHarborCountyElmaSeaMarElma,Grays Harbor County,Elma,Sea Mar - Elma,https://www.seamar.org/covid-vaccine,"515 W Main St|Elma, WA 98541",,,"Sea Mar is providing vaccines on a first come, first served walk in basis. Before you go to the clinic, please visit Sea Mar’s website https://www.seamar.org/covid-vaccine to see eligibility requirements and which clinics have vaccines available.",2/9/21 17:01
GraysHarborCountyElmaSUMMITPACIFICHEALTHCARE,Grays Harbor County,Elma,SUMMIT PACIFIC HEALTHCARE,https://summitpacificmedicalcenter.org/,"600 E. Main Street|Elma, WA 98541",,,Please fill out our Vaccine Intake form (located on the top right of our website).  We will use the information on the intake forms to contact and schedule phase eligible individuals as allocations and available appointments allow. Thank you!,2/9/21 17:01
GraysHarborCountyOceanShoresSeaMarOceanShores,Grays Harbor County,Ocean Shores,Sea Mar - Ocean Shores,https://www.seamar.org/covid-vaccine,"597 Point Brown Ave NW|Ocean Shores, WA 98569",,,"Sea Mar is providing vaccines on a first come, first served walk in basis. Before you go to the clinic, please visit Sea Mar’s website https://www.seamar.org/covid-vaccine to see eligibility requirements and which clinics have vaccines available.",2/9/21 17:01
IslandCountyCamanoIslandCamanoIslandHealthSystem,Island County,Camano Island,Camano Island Health System,,"1283 Elger Bay Road, Ste A,|Camano Island, WA 98282",,,Vaccine supply is extremely limited and appointments may not be available. Check the Island County COVID-19 Vaccine website for updates.,2/9/21 17:01
IslandCountyCoupevilleWHIDBEYHEALTHMEDICALCENTER,Island County,Coupeville,WHIDBEY HEALTH MEDICAL CENTER,https://book.appointment-plus.com/cn2vqgd8/#/,"101 North Main Street|Coupeville, WA 98239",,,"Vaccine supply is extremely limited and appointments may not be available. Please visit:
https://book.appointment-plus.com/cn2vqgd8/#/ to schedule.",2/9/21 17:01
IslandCountyOakHarborISLANDDRUG,Island County,Oak Harbor,ISLAND DRUG,,"32170 State Route 20|Oak Harbor, WA 98277",,covidvaccine@islanddrug.com,"Please go to our website to schedule a vaccine appointment. We have 3 locations, please indicate if you would like to receive your vaccine in Oak Harbor, Clinton, or La Connor.",2/9/21 17:01
JeffersonCountyPortHadlockQFC,Jefferson County,Port Hadlock,QFC,https://www.qfc.com/i/coronavirus-update/vaccine,"1890 IRONDALE RD|Port Hadlock, WA 98339",,,"Appointments are required. If there are no spots left on the scheduling link, all appointment times have been filled. We will add more appointments when we receive more vaccine.",2/9/21 17:01
JeffersonCountyPortTownsendJeffersonHealthcare,Jefferson County,Port Townsend,Jefferson Healthcare,https://jeffersonhealthcare.org/covid-19-vaccine/,"834 Sheridan|Port Townsend, WA 98368",,,Please visit our website for instructions on how to schedule.,2/9/21 17:01
JeffersonCountyPortTownsendSAFEWAY270538,Jefferson County,Port Townsend,SAFEWAY #27-0538,https://kordinator.mhealthcoach.net/vcl/SafewayPharmacyPortTownsend,"442 W Sims Way|Port Townsend, WA 98368",,,"Appointments are required. Please visit our link to schedule.  If there are no spots left on the scheduling link, all appointment times have been filled. We will add more appointments when we receive more vaccine.",2/9/21 17:01
KingCountyAuburnAuburnGeneralServicesAdministrationComplex,King County,Auburn,Auburn General Services Administration Complex,https://www.kingcounty.gov/depts/health/covid-19/vaccine/distribution.aspx,"2701 C St. SW Auburn|Auburn, WA  98001",,,"Drive-through only. Appointments are required in advance. At this time, residents of south King County who 1) are age 75 or older, OR 2) are age 50 or older and cannot live independently, or live with and care for kin, OR 3) are providing care (paid or unpaid) for someone age 50 or older who cannot live independently, can register for an appointment at this link: www.kingcounty.gov/vaccine.",2/9/21 17:01
KingCountyAuburnFredMeyerStoresAuburn,King County,Auburn,"Fred Meyer Stores, Auburn",https://www.fredmeyer.com/rx/guest/get-vaccinated,"801 Auburn Way North|Auburn, WA 98002|",253-931-5584,,"Appointments are required.  Please schedule on our link.  If there are no dates listed, all appointments have been filled.  Please check back at a later date.  Please do not call the pharmacy to inquire about additional dates.  The website will be updated as we receive additional vaccine doses.",2/9/21 17:01
KingCountyAuburnMulticareAuburnBusinessCenter,King County,Auburn,Multicare – Auburn Business Center,https://www.multicare.org/covid19/vaccine/,"1002 15th St. SW, Suite 110|Auburn, WA 98001",,,Appointments are required and are in high demand. Visit our COVID-19 vaccine page for the latest updates and scheduling information.,2/9/21 17:01
KingCountyBellevueFredMeyerStoresBellevue,King County,Bellevue,"Fred Meyer Stores, Bellevue",https://www.fredmeyer.com/rx/guest/get-vaccinated,"2041 148th Ave NE|Bellevue, WA 98007|",425-865-8593,,"Appointments are required.  Please schedule on our link.  If there are no dates listed, all appointments have been filled.  Please check back at a later date.  Please do not call the pharmacy to inquire about additional dates.  The website will be updated as we receive additional vaccine doses.",2/9/21 17:01
KingCountyBellevueNorthwestClinicalResearchCenter,King County,Bellevue,Northwest Clinical Research Center,https://calendly.com/nwcrc_covidvaccine/covid-19-vaccination,"1951 152nd Pl NE|Suite 200|Bellevue, WA 98007",,covidvaccine@nwcrc.net,"Please schedule an a vaccine appointment on the scheduler (provided website link). If there are any questions, please email us at covidvaccine@nwcrc.net.",2/9/21 17:01
KingCountyBellevueOneMedicalBellevueLincolnSquare,King County,Bellevue,One Medical - Bellevue Lincoln Square,https://onemedical.com/SEAVAX/,"10400 NE 4th St|Bellevue, WA 98004|",(415) 529-4129,,"In order to receive the COVID-19 vaccination, you’ll need to sign up for a complimentary One Medical trial membership. This allows you to use One Medical’s app or website to book your  appointment, get appointment reminders, and access virtual care if you need it. Sign up and download the app. This trial membership should cover the time required to receive both doses of the vaccine, and is available only to those referred by the WA DPH who are currently eligible for vaccination. A trial membership does not guarantee an appointment or other access to COVID-19 vaccines.
Please be prepared to show proof of eligibility at your vaccine appointment. Limited appointments are available for eligible individuals. If you’re unable to find an appointment, please check back – more appointments are published regularly.",2/9/21 17:01
KingCountyBellevueOverlakeHospitalMedicalCenter,King County,Bellevue,Overlake Hospital Medical Center,https://www.signupgenius.com/tabs/doh-overlake,"1035 116th Ave NE|Bellevue, WA 98004",,,"Please visit our website to schedule an appointment if you have been identified as eligible through Phase Finder. Only those with an appointment will receive the vaccine. Please do not call or visit our campus or clinics without an appointment.
If there are no dates listed on our website, it means all appointments have been filled. Please check back at a later date.  We will add more appointment times as we receive more vaccine.We appreciate your patience",2/9/21 17:01
KingCountyBellevueQFC,King County,Bellevue,QFC,https://www.qfc.com/rx/guest/get-vaccinated,"3550 FACTORIA BLVD SE|Bellevue, WA 98006",,,"Appointments are required. If there are no spots left on the scheduling link, all appointment times have been filled. We will add more appointments when we receive more vaccine.",2/9/21 17:01
